x,y,z
1.4941040402924886,0.9446340386714844,0.29775858834022095
1.193654814828209,4.0860317143589615,3.3730208936659345
1.029205899453313,0.5267232541976443,1.2945918911238197
3.4233588040437644,2.522965193603937,0.8783335101256307
12.184537592979556,3.6516509639465884,1.1669554952134327
13.942423860977229,3.5681634990652027,0.8233665211112244
3.676145360256928,1.1377504251633397,1.184698738516429
7.200048586775619,1.2169309984565415,0.6227324534284151
12.37735778476937,2.5474413580275144,0.4855043123228002
7.838718466493707,3.3685626456060005,0.5829570710696972
4.132796063169275,-0.08327501422869715,0.40838889980831583
10.8092351289447,2.702531257072319,-0.34363850577820876
14.669094482449024,2.862299974185365,-0.9283096547593528
13.227496685778185,4.280779218546925,1.3473171895657652
9.034621675296554,0.6317103465976396,-0.06566912323126961
9.242056938260133,-0.12845159507574672,-0.5557670314337184
14.042923409471122,4.271400216272918,1.220927611358133
2.758137194121882,0.0031069545566818624,0.6890721006164413
0.9757381535484659,2.7764848649127973,1.4640112409701351
4.536517066128374,3.132689954560389,2.2233036243071753
0.8387789640146316,0.3697281040642536,1.2369222098971706
6.699392220630695,1.9220054716526738,-0.06055894719336097
12.823163617153504,0.0934685719784224,-1.0184630438178555
2.9829627527265137,3.127593191555187,2.467683144776545
14.18872365529296,1.8576748324106025,-0.24902285941564317
2.6127585141242546,1.4119653963890433,1.526402141250063
1.3065897386860306,3.282457428072655,1.69985027088749
3.0774588676574486,3.9234845674043717,2.946261242616916
11.72209692541687,2.084503420947015,0.3402914451740322
5.2370706802636535,0.9822971435366884,0.8370473105843538
10.183418810248904,3.3899573700026018,1.3727525200374868
12.511136803303991,2.848077458247764,-0.5300100569245465
11.595418777365099,-0.16441629215942205,-0.9728780481146018
1.8716933166308474,2.016658609667818,2.030950178871993
3.727887672249266,0.8760899591004954,1.0387468305422756
7.064205881696069,-0.2394577056551197,-0.1977014848508858
14.9329339115027,1.4185193459478498,-0.6364417193969769
14.677327727266524,3.159342377718236,0.42400890312706707
10.915576770916196,2.878451363420351,0.9558521951562728
13.925555667371253,3.229010210064876,0.5891172579509121
9.674663343228687,4.173561450033227,1.8948432483591282
7.210178004361725,0.015562188736776394,-0.08537775530900205
5.727050792043641,2.886375527811621,1.8615007034171558
0.5969488573498789,1.14052452198587,1.7329033299895897
4.454408750729001,1.127767676239722,-0.11001434371845475
0.5104829614182066,0.26599231984386607,1.2427711055940518
1.8171716279726473,4.2667032238810485,3.334549764824664
6.094211825656014,0.7102730375326733,0.5307207693894018
7.286502901618733,-0.15765462863753377,-0.18301642892685388
1.0635418730864823,3.65386097402705,3.103762576987387
14.01159788272135,3.145173413274837,0.5255255182098302
10.647834795058532,3.9198701361521886,1.5741240364057503
7.107548224388652,4.1537743267444505,2.376154399039201
3.271666689746812,1.97731016087127,0.5919962613812966
1.1057288186286305,0.09150514993914305,1.0398127447974364
15.216312555195383,0.6287560998588797,-1.1496640326416876
11.032407896994199,1.02857894473905,-1.3497797110573742
8.680273909736608,3.2155554809928337,1.5151086598809818
1.1053611529378817,3.1150848328248304,1.6299608543852697
7.964352715251577,1.0203274990332636,-0.7990395287838401
11.54075347714693,1.044500805613604,-0.23745840895461523
15.138303490334605,1.8297244091451632,-0.43245888100369356
12.156767145248013,0.34716618373400343,-0.7481618540977675
13.738605990703038,2.441116577715185,0.16694655369677358
10.705418197145734,1.8203561530882821,-0.7994916802031293
10.24211321602217,0.008875394604987541,-0.6106904814085499
2.9222248949041547,4.365989285561622,3.2178911693215073
4.357870271506011,3.2450168457100435,2.2911075376893857
6.308339454045511,3.9244011660390754,2.3442255389842814
2.4482481611501705,1.6700552428464326,1.742980342042736
8.18927479815399,2.012053639081229,-0.2732122370264445
0.44405394422320077,0.2581976462954325,1.2642051132033978
11.523873370259231,4.147789239034468,0.3958208714202489
0.8497008743383418,1.814661967317484,0.8961814949722302
14.102140913856736,1.2196582888667309,-1.7633525783302142
4.763731139160837,3.21796399141548,2.2063265160471768
14.11227684628199,2.2582863613026447,-1.1617329197905653
1.1425722483690488,4.431384766300785,3.5591420853630718
6.688579667719358,1.9950287665537585,-0.0051166405598281894
1.8477538983665256,3.569606122721312,2.926935239750018
2.188151094387465,3.895812587516761,3.0838555764995563
8.45808971033504,-0.06388746543609714,-0.35542028971984885
7.462993271625544,2.529864859720093,1.3489874724148287
2.5255048504040185,1.6707241363573908,1.7059153798875415
7.400094595385157,3.928419429285939,2.164519786771646
1.064743953131491,-0.1582552818088503,0.879927399844327
15.250929019423152,0.8666451277981578,-1.0040131974714102
3.8885117315478603,1.3096007109298495,1.2376215877935413
3.4408142435503115,3.84532606466697,2.8078267381541697
7.170350598769965,-0.06636263876251763,-0.12494459650575562
1.2846899488650063,4.104557509328936,3.356268295166974
5.347621258046804,0.28428833548414667,0.406482385760478
6.249482084482196,1.3162362223152972,-0.33647701616840764
13.468788050611543,-0.23993731740150365,-1.3243150095965215
3.636983970642744,1.8266568753956438,1.6212918778114696
9.666269408695275,3.935172308241489,1.7631975976659646
5.673166355994195,1.4013146824343892,0.98484387331829
10.529423767404294,4.023233005947799,1.6648385644400956
2.408210556165437,4.347377551734321,3.2888631574638523
14.952382973208522,-0.3111540555935459,-1.657863784065726
2.1800243917835314,2.010455144018072,1.9751795523645905
10.358157972804264,4.1941410474299765,1.7845121170967646
12.253631033116417,0.5434053410121737,-0.6731090752419846
6.157562007800279,-0.4243262498383423,-0.16831619584344037
4.626837588288058,1.9950997657889669,0.36158544794991165
0.280685974675038,-0.16140794216883014,1.03148362044837
13.59610219090355,3.9999173918950257,1.119233008509994
12.587977383718371,1.8090216008415954,-1.140756347422747
13.913283249483582,1.220486293243615,-0.5633576977793986
1.2309470828840379,-0.4126879090096397,0.6967066691177581
1.6923368234606169,0.20189188099912242,0.9787531072360753
11.338462908271827,0.2618541839687861,-0.6715678888475851
11.290358704937447,2.51944871129485,-0.5223696212377806
2.594710182791612,1.154597688800879,1.3714437509816801
8.208535115439698,4.162788059081496,2.183753755498903
9.865103986136456,1.934556604288284,0.5704033303301359
5.462911104147055,1.5752205833273312,1.1462096978550744
2.9506809005346133,0.9536353934597201,0.051164938697767504
15.018311839666444,1.5031125814324287,-0.5969550320790642
10.09082800767784,3.4813324506697754,1.4465480791592111
3.4737159843816263,4.181422431780607,3.0283630983324663
6.871177428221248,-0.3283127083158051,-0.23305357326552367
7.849496549283648,1.8187492672382304,-0.3299376861903609
